UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
356,2,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,Si,Si,Liquidos,No, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,559,Campo abierto,Huerto horticola
356,2,VAINITA,Vainita,Vainita,Solo,,Hibrida Nacional,No,0.01,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.01,560,Campo abierto,Vainita
356,2,YUCA,Yuca,Yuca,Solo,,Comun,No,0.0024,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.0024,561,Campo abierto,Yuca
356,2,YUCA,Yuca,Yuca,Solo,,Comun,No,0.0024,Hectareas,1-Aug-13,0.0024,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,60,Unidad,RAIZ FRESCA,buena,0,30,unidad,3,RAIZ FRESCA,90,30,,,,,consumidor final,Santa Cruz,180,90,30,Solo,Cultivo sucesivo,0,562,Campo abierto,Yuca
356,2,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,Si,Si,Liquidos,No, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,563,Campo abierto,Huerto horticola
356,2,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Feb-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,Si,Si,Liquidos,No, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,564,Campo abierto,Huerto horticola
356,2,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Oct-13,0,Hectareas,,otra cual?,No aplica a huerto horticula,Si,Si,Liquidos,No, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,565,Campo abierto,Huerto horticola
357,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.03,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.03,566,Campo abierto,Maiz
357,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.03,Hectareas,1-Nov-13,0.03,Hectareas,1-May-14,, ,No,,,, ,No,,Si,Azul,8,Saco,CHOCLO,buena,0,0, ,100, ,,8,,,,, , ,800,0,8,Solo,Cultivo sucesivo,0,567,Campo abierto,Maiz
357,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.03,Hectareas,1-Jun-13,0.03,Hectareas,1-Jan-14,, ,No,,,, ,No,,Si,Azul,6,Saco,CHOCLO,regular,0,0, ,100, ,,6,,,,, , ,600,0,6,Solo,Cultivo sucesivo,0,568,Campo abierto,Maiz
359,1,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.05,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.05,569,Campo abierto,Yuca
366,2,BROCOLI,Brocoli,Brocoli,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,400,Unidad,REPOLLO,regular,0,400,unidad,1,REPOLLO,400,,,,,,consumidor final,Santa Cruz,400,400,0,Asociado,asociado con permanente,0,570,Campo abierto,Brocoli
366,2,BROCOLI,Brocoli,Brocoli,Asociado,,Certificada,No,0.25,Hectareas,1-May-13,0.25,Hectareas,1-Oct-13,, ,No,,,, ,Si,Manual,Si,Verde,400,Unidad,REPOLLO,regular,0,400,unidad,1,REPOLLO,400,,,,,,consumidor final,Santa Cruz,400,400,0,Asociado,asociado con permanente,0,570,Campo abierto,Brocoli
366,2,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,4,Saco,VAINA,buena,0,4,Saco,20,VAINA,80,,,,,,consumidor final,Santa Cruz,80,80,0,Asociado,asociado con permanente,0,570,Campo abierto,Frejol
366,2,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Certificada,No,0.25,Hectareas,1-May-13,0.25,Hectareas,1-Oct-13,, ,No,,,, ,Si,Manual,Si,Verde,4,Saco,VAINA,buena,0,4,Saco,80,VAINA,80,,,,,,consumidor final,Santa Cruz,320,320,0,Asociado,asociado con permanente,0,570,Campo abierto,Frejol
366,2,LECHUGA,Lechuga,Lechuga,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,800,Unidad,REPOLLO,regular,0,800,unidad,1.5,REPOLLO,800,,,,,,consumidor final,Santa Cruz,1200,1200,0,Asociado,asociado con permanente,0,570,Campo abierto,Lechuga
366,2,LECHUGA,Lechuga,Lechuga,Asociado,,Certificada,No,0.25,Hectareas,1-May-13,0.25,Hectareas,1-Oct-13,, ,No,,,, ,Si,Manual,Si,Verde,800,Unidad,REPOLLO,regular,0,800,unidad,1.5,REPOLLO,600,,,,,,consumidor final,Santa Cruz,1200,1200,0,Asociado,asociado con permanente,0,570,Campo abierto,Lechuga
366,2,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-May-14,, ,No,,,, ,Si,Manual,Si,Verde,20,Caneca/gaveta,FRUTA FRESCA,buena,0,20,caneca/gaveta,80,FRUTA FRESCA,960,,,,,,consumidor final,Santa Cruz,1600,1600,0,Asociado,asociado con permanente,0,570,Campo abierto,Tomate rinon
366,2,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,No,0.25,Hectareas,1-May-13,0.25,Hectareas,1-Oct-13,, ,No,,,, ,Si,Manual,Si,Verde,20,Caneca/gaveta,FRUTA FRESCA,buena,0,20,caneca/gaveta,80,FRUTA FRESCA,160,,,,,,consumidor final,Santa Cruz,1600,1600,0,Asociado,asociado con permanente,0,570,Campo abierto,Tomate rinon
366,2,VAINITA,Vainita,Vainita,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,4,Saco,EN VAINA,regular,0,4,Saco,20,EN VAINA,80,,,,,,consumidor final,Santa Cruz,80,80,0,Asociado,asociado con permanente,0,570,Campo abierto,Vainita
366,2,VAINITA,Vainita,Vainita,Asociado,,Certificada,No,0.25,Hectareas,1-May-13,0.25,Hectareas,1-Oct-13,, ,No,,,, ,Si,Manual,Si,Verde,4,Saco,EN VAINA,regular,0,4,Saco,80,EN VAINA,80,,,,,,consumidor final,Santa Cruz,320,320,0,Asociado,asociado con permanente,0,570,Campo abierto,Vainita
366,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Comun,No,0.75,Hectareas,1-May-14,0.75,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,15,Saco,CHOCLO,regular,0,15,Saco,60,CHOCLO,300,,,,,,consumidor final,Santa Cruz,900,900,0,Asociado,asociado con permanente,0,571,Campo abierto,Maiz
366,2,MELON,Melon,Melon,Asociado,,Certificada,No,2,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,asociado con permanente,0,572,Campo abierto,Melon
366,2,SANDIA,Sandia,Sandia,Asociado,,Certificada,No,2,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,asociado con permanente,0,572,Campo abierto,Sandia
366,2,MELON,Melon,Melon,Asociado,,Certificada,Si,2,Hectareas,1-Nov-13,2,Hectareas,1-Apr-14,, ,No,,,, ,No,,No, ,300,Unidad,FRUTA FRESCA,buena,0,300,unidad,4,FRUTA FRESCA,1800,,,,,,consumidor final,Santa Cruz,1200,1200,0,Asociado,asociado con permanente,0,572,Campo abierto,Melon
366,2,SANDIA,Sandia,Sandia,Asociado,,Certificada,Si,2,Hectareas,1-Nov-13,2,Hectareas,1-Apr-14,, ,No,,,, ,No,,No, ,500,Unidad,FRUTA FRESCA,buena,0,500,unidad,8,FRUTA FRESCA,2500,,,,,,consumidor final,Santa Cruz,4000,4000,0,Asociado,asociado con permanente,0,572,Campo abierto,Sandia
367,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.002,Hectareas,1-May-13,0.002,Hectareas,1-Jan-14,, ,No,,,, ,No,,No, ,4,Quintal,RAIZ FRESCA,buena,0,0, ,100, ,,4,,,,, , ,400,0,4,Solo,Barbecho,0,573,Campo abierto,Yuca
367,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.25,Hectareas,1-Dec-13,0,Hectareas,,plagas, ,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Barbecho,0,574,Campo abierto,Maiz
368,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.2,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no es cosechado,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.2,575,Campo abierto,Maiz
368,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.2,Hectareas,1-Nov-13,0,Hectareas,,otra cual?,cultivo aun no es cosechado,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.2,576,Campo abierto,Yuca
370,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.02,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.02,577,Campo abierto,Tomate rinon
370,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.02,Hectareas,1-Sep-13,0.02,Hectareas,1-Dec-13,, ,No,,,, ,No,,No, ,4,Caneca/gaveta,FRUTA FRESCA,regular,0,3,caneca/gaveta,50,FRUTA FRESCA,120,1,,,,,consumidor final,Santa Cruz,200,150,1,Solo,Cultivo sucesivo,0,578,Campo abierto,Tomate rinon
370,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.02,Hectareas,1-Jun-14,0.02,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,10,Caneca/gaveta,FRUTA FRESCA,buena,0,9,caneca/gaveta,50,FRUTA FRESCA,450,1,,,,,consumidor final,Santa Cruz,500,450,1,Solo,Cultivo sucesivo,0,579,Campo abierto,Tomate rinon
370,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.02,Hectareas,1-Aug-13,0.02,Hectareas,1-Nov-13,, ,No,,,, ,No,,No, ,8,Caneca/gaveta,FRUTA FRESCA,regular,0,7,caneca/gaveta,50,FRUTA FRESCA,280,1,,,,,consumidor final,Santa Cruz,400,350,1,Solo,Cultivo sucesivo,0,580,Campo abierto,Tomate rinon
370,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.02,Hectareas,1-Jul-13,0.02,Hectareas,1-Oct-13,, ,No,,,, ,No,,No, ,10,Caneca/gaveta,FRUTA FRESCA,buena,0,9,caneca/gaveta,50,FRUTA FRESCA,450,1,,,,,consumidor final,Santa Cruz,500,450,1,Solo,Cultivo sucesivo,0,581,Campo abierto,Tomate rinon
370,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.04,Hectareas,1-Nov-13,0.04,Hectareas,1-Dec-13,, ,No,,,, ,No,,No, ,1,Quintal,VAINA,buena,0,1,Quintal,100,VAINA,100,,,,,,consumidor final,Santa Cruz,100,100,0,Solo,Barbecho,0,582,Campo abierto,Frejol
370,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,No,0.5,Hectareas,1-Sep-13,0.25,Hectareas,1-Dec-13,, ,No,,,, ,No,,No, ,2.6,Quintal,GRANO SECO,regular,0,0, ,100,GRANO SECO,,,2.6,,,, , ,260,0,2.6,Solo,Barbecho,0,583,Campo abierto,Maiz
370,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Sep-13,0.5,Hectareas,1-Dec-13,, ,No,,,, ,No,,No, ,"2,400.00",Unidad,CHOCLO,buena,0,"1,000.00",unidad,1,CHOCLO,1000,400,500,,,500,consumidor final,Santa Cruz,2400,1000,1400,Solo,Barbecho,0,584,Campo abierto,Maiz
370,1,SANDIA,Sandia,Sandia,Solo,,Comun,No,0.7166,Hectareas,1-Nov-13,0.7166,Hectareas,1-Jan-14,, ,No,,,, ,No,,No, ,750,Unidad,FRUTA FRESCA,buena,0,600,unidad,8,FRUTA FRESCA,3000,150,,,,,consumidor final,Santa Cruz,6000,4800,150,Solo,Barbecho,0,585,Campo abierto,Sandia
376,4,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,1,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,1,586,Campo abierto,Maiz
376,4,MELON,Melon,Melon,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.25,587,Campo abierto,Melon
376,4,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.25,588,Campo abierto,Pimiento
376,1,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.25,589,Campo abierto,Sandia
376,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.25,590,Campo abierto,Tomate rinon
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Mejorada,No,0.2,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.2,591,Campo abierto,Maiz
376,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.2,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.2,592,Campo abierto,Yuca
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.2,Hectareas,1-Dec-13,0.2,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,10,Quintal,CHOCLO,buena,0,5,Quintal,100,CHOCLO,125,5,,,,,consumidor final,Santa Cruz,1000,500,5,Solo,Cultivo sucesivo,0,593,Campo abierto,Maiz
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.2,Hectareas,1-May-13,0.2,Hectareas,1-Nov-13,, ,No,,,, ,No,,No, ,10,Quintal,CHOCLO,buena,0,5,Quintal,100,CHOCLO,125,5,,,,,consumidor final,Santa Cruz,1000,500,5,Solo,Cultivo sucesivo,0,594,Campo abierto,Maiz
376,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.2,Hectareas,1-Jul-13,0.2,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,60,Quintal,RAIZ FRESCA,buena,0,30,Quintal,100,RAIZ FRESCA,2400,30,,,,,consumidor final,Santa Cruz,6000,3000,30,Solo,Cultivo sucesivo,0,595,Campo abierto,Yuca
376,1,MELON,Melon,Melon,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Mar-14,0.25,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,No, ,420,Unidad,FRUTA FRESCA,buena,0,400,unidad,5,FRUTA FRESCA,1200,20,,,,,consumidor final,Santa Cruz,2100,2000,20,Solo,Cultivo sucesivo,0,596,Campo abierto,Melon
376,4,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Mar-14,0.25,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,No, ,25,Caneca/gaveta,FRUTA FRESCA,buena,0,20,caneca/gaveta,60,FRUTA FRESCA,285,5,,,,,consumidor final,Santa Cruz,1500,1200,5,Solo,Cultivo sucesivo,0,597,Campo abierto,Pimiento
376,4,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.25,Hectareas,1-Mar-14,0.25,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,No, ,420,Unidad,FRUTA FRESCA,buena,0,400,unidad,8,FRUTA FRESCA,1600,20,,,,,consumidor final,Santa Cruz,3360,3200,20,Solo,Cultivo sucesivo,0,598,Campo abierto,Sandia
376,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Comun,No,0.25,Hectareas,1-Mar-14,0.25,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,No, ,35,Caneca/gaveta,FRUTA FRESCA,buena,0,30,caneca/gaveta,80,FRUTA FRESCA,1200,5,,,,,consumidor final,Santa Cruz,2800,2400,5,Solo,Cultivo sucesivo,0,599,Campo abierto,Tomate rinon
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,1,Hectareas,1-Jun-14,1,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,30,Quintal,CHOCLO,regular,0,25,Quintal,100,CHOCLO,625,2,,,,3,consumidor final,Santa Cruz,3000,2500,5,Solo,Cultivo sucesivo,0,600,Campo abierto,Maiz
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,1,Hectareas,1-Feb-14,1,Hectareas,1-May-14,, ,No,,,, ,No,,No, ,40,Quintal,CHOCLO,buena,0,35,Quintal,100,CHOCLO,875,2,,,,3,consumidor final,Santa Cruz,4000,3500,5,Solo,Cultivo sucesivo,0,601,Campo abierto,Maiz
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,1,Hectareas,1-Oct-13,1,Hectareas,1-Jan-14,, ,No,,,, ,No,,No, ,40,Quintal,CHOCLO,buena,0,35,Quintal,100,CHOCLO,875,2,,,,3,consumidor final,Santa Cruz,4000,3500,5,Solo,Cultivo sucesivo,0,602,Campo abierto,Maiz
376,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,1,Hectareas,1-Jul-13,1,Hectareas,1-Oct-13,, ,No,,,, ,No,,No, ,40,Quintal,CHOCLO,buena,0,35,Quintal,100,CHOCLO,875,2,,,,3,consumidor final,Santa Cruz,4000,3500,5,Solo,Cultivo sucesivo,0,603,Campo abierto,Maiz
377,5,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.5,604,Campo abierto,Maiz
377,5,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.5,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.5,605,Campo abierto,Sandia
377,5,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.1,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.1,606,Campo abierto,Maiz
377,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.06,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.06,607,Campo abierto,Yuca
377,5,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.05,608,Campo abierto,Pepino
377,5,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.05,609,Campo abierto,Tomate rinon
377,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.05,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.05,610,Campo abierto,Yuca
377,5,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.02,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.02,611,Campo abierto,Frejol
377,5,LECHUGA,Lechuga,Lechuga,Solo,,Certificada,No,0.02,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.02,612,Campo abierto,Lechuga
377,2,COLIFLOR,Coliflor,Coliflor,Solo,,Certificada,No,0.005,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.005,613,Campo abierto,Coliflor
377,2,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.005,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.005,614,Campo abierto,Pepino
377,2,COLIFLOR,Coliflor,Coliflor,Solo,,Certificada,No,0.005,Hectareas,1-May-14,0.005,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,REPOLLO,buena,0,9,caneca/gaveta,40,REPOLLO,405,0.5,,,,0.5,consumidor final,Santa Cruz,400,360,1,Solo,Cultivo sucesivo,0,615,Campo abierto,Coliflor
377,2,COLIFLOR,Coliflor,Coliflor,Solo,,Certificada,No,0.005,Hectareas,1-Jul-13,0.005,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,REPOLLO,buena,0,9,caneca/gaveta,40,REPOLLO,405,0.5,,,,0.5,consumidor final,Santa Cruz,400,360,1,Solo,Cultivo sucesivo,0,616,Campo abierto,Coliflor
377,2,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.005,Hectareas,1-Nov-14,0.005,Hectareas,1-Apr-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,1,Saco,FRUTA FRESCA,buena,0,0.75,Saco,90,FRUTA FRESCA,25,0.25,,,,,consumidor final,Santa Cruz,90,67.5,0.25,Solo,Cultivo sucesivo,0,617,Campo abierto,Pepino
377,2,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.005,Hectareas,1-May-14,0.005,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,1,Saco,FRUTA FRESCA,buena,0,0.75,Saco,90,FRUTA FRESCA,25,0.25,,,,,consumidor final,Santa Cruz,90,67.5,0.25,Solo,Cultivo sucesivo,0,618,Campo abierto,Pepino
377,2,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.005,Hectareas,1-Sep-13,0.005,Hectareas,1-Dec-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,1,Saco,FRUTA FRESCA,buena,0,0.75,Saco,90,FRUTA FRESCA,25,0.25,,,,,consumidor final,Santa Cruz,90,67.5,0.25,Solo,Cultivo sucesivo,0,619,Campo abierto,Pepino
377,2,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.02,Hectareas,1-May-14,0.02,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,4,Saco,GRANO TIERNO,buena,0,1,Saco,50,GRANO TIERNO,50,2.5,,0.5,,,consumidor final,Santa Cruz,200,50,3,Solo,Cultivo sucesivo,0,620,Campo abierto,Frejol
377,3,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.02,Hectareas,1-Jul-13,0.02,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,4,Saco,GRANO TIERNO,buena,0,1,Saco,50,GRANO TIERNO,50,2.5,,0.5,,,consumidor final,Santa Cruz,200,50,3,Solo,Cultivo sucesivo,0,621,Campo abierto,Frejol
